|id|acousticness|danceability|duration_ms|energy|instrumentalness|key|liveness|loudness|mode|speechiness|tempo|valence
Sexo Pudor y Lagrimas - Banda Sonora De la Película|42MW4FhAIvSZLmzTk40SkM|0.47|0.277|259458|0.221|0.0|7|0.106|-8.766|1|0.0336|76.108|0.217
Sexo Pudor y Lagrimas - Banda Sonora De la Película|5VbqkgdrLJTC9zCraKRu2o|0.0607|0.704|239756|0.595|0.0006|8|0.0863|-6.434|1|0.034|144.994|0.464
Sexo Pudor y Lágrimas - Banda Sonora De la Película|1O1W3bLFmbcG8IwxOmmQHK|0.299|0.468|230000|0.872|8.91e-05|9|0.122|-5.473|1|0.0643|180.225|0.605
Lluvia De Besos|6bTr3VxCoNqngXvI0wX9t3|0.111|0.71|247587|0.932|0.0|5|0.092|-5.447|0|0.0437|117.462|0.919
Alguien|7g2HL1sZ4pDXkMbH6URyxV|0.202|0.703|204053|0.919|0.0|0|0.148|-6.181|1|0.0355|109.011|0.967
Para Seguir Viviendo|63AoIfDRRDzOj51J4AEzGv|0.0324|0.657|237933|0.95|0.0|11|0.0587|-5.15|0|0.0387|104.022|0.961
Adiós Borrón y Cuenta Nueva|2uW6PSGQOcIcGkuUpqaeaW|0.412|0.631|246664|0.707|0.0|2|0.259|-6.341|1|0.0559|199.889|0.913
Tú Eres Mi Destino/Solamente Tu Amante/Un Día Perdido/Escrito en el Cielo/Distinta Gente/Eres Mi Dulce Veneno|6y9A71WNGsyAg6HbM8uYV2|0.552|0.54|538752|0.759|0.0|9|0.0501|-4.656|0|0.0461|131.997|0.8
Hey|0y8Izck2H4VJLZffSqXPsw|0.458|0.782|250411|0.752|0.000264|4|0.102|-6.427|1|0.0337|122.003|0.949
Everything|0fx9L2QDi387TQQOVnm91O|0.0206|0.752|183787|0.904|0.0|8|0.0723|-2.846|1|0.0698|98.034|0.527
La Llamada|5BHMS8LBI2TYTdObzteZj0|0.261|0.805|199587|0.694|0.000638|4|0.218|-6.634|0|0.048|95.058|0.732
Suena El Dembow|4WG1z3DsOmkByBsVfHN0JV|0.189|0.69|195760|0.858|0.0|0|0.113|-4.431|1|0.0531|91.883|0.755
Bio|3olidQMR3gtktPMzTJvbu1|0.828|0.449|216232|0.3|0.0|7|0.112|-15.719|1|0.0737|132.13|0.34
Iba|2pzub7qfMh2vRpkBs7aNcm|0.453|0.487|219885|0.412|0.000271|2|0.119|-10.207|1|0.0477|179.828|0.133
Yo No Quiero Suerte|6cT1Y3M784gLrzxuKdf2WJ|0.556|0.785|264098|0.469|0.0|11|0.0987|-8.781|0|0.062|126.023|0.302
Orquídea|013euzfN1rEm6iNTstqDaJ|0.0436|0.619|148314|0.662|3.16e-06|2|0.28|-10.754|1|0.0319|104.75|0.963
Madrigal|4gQJnYy2aQd3N0lLPmeImf|0.719|0.62|206877|0.35|0.0655|2|0.186|-12.776|1|0.0514|122.66|0.728
El Herrero|5zkyWNGTbWrvKemfjmCpkx|0.0433|0.531|163039|0.477|0.0|11|0.247|-15.805|0|0.228|118.586|0.952
Apriétala|3FVqG4ZfpO8KnzK63hAXrU|0.321|0.703|247865|0.725|0.0001|4|0.145|-7.965|0|0.0464|98.009|0.962
Eres Mi Razón de Ser|1912YYj0hWy9Hz2YqkJU6Q|0.123|0.685|291173|0.681|3.88e-06|9|0.225|-11.54|0|0.0441|91.871|0.824
Abochornao|70iJ7H0EGhdZHYNoezLrSe|0.0757|0.663|235400|0.868|0.085|0|0.101|-11.72|1|0.0482|97.807|0.91
Ya No Te Creo (feat. Edwin Luna y la Trakalosa de Monterrey)|7s3dRSCQmlcxmGWDNIDgaX|0.0564|0.668|248467|0.792|0.0|2|0.0646|-4.777|1|0.0307|130.01|0.865
Dónde Está la Vida|6KAvDAOR87rDSz9HKuzNiS|0.00394|0.445|219067|0.541|0.0|9|0.0611|-5.198|0|0.0473|204.329|0.512
Pídeme|2TbhEoFesiqo88WZ1mNnIT|0.186|0.298|201107|0.487|0.0|7|0.129|-5.111|0|0.0294|169.318|0.193
Contigo|4w23DtnDdutc2AvVxcnuXO|0.8|0.749|177808|0.49|5.13e-06|0|0.11|-8.055|1|0.0313|108.13|0.516
Rayito de Luna|0UGlVxDKR0bfF5Ww42zU2x|0.825|0.729|171553|0.507|0.0|3|0.155|-7.743|1|0.0368|115.992|0.616
Siete Notas de Amor|3DBF0at4o3exp4u8YITOiu|0.804|0.598|193429|0.427|1.02e-05|6|0.16|-9.326|0|0.0285|97.05|0.347
Medley Actualidad - En Vivo|4Ah7A25jMV2WfUfAPGeAa1|0.0565|0.622|744000|0.722|0.0|11|0.0808|-6.76|0|0.129|129.23|0.637
Medley Elvis Crespo - En Vivo|2rxKYfb8pWhy91hlPoaZlP|0.0764|0.584|386000|0.842|2.05e-05|8|0.135|-5.566|1|0.0628|130.25|0.771
Medley Fiesta 03 - En Vivo|3uKP2KKebX4Lye4EzslrYU|0.128|0.562|578000|0.796|3.09e-06|5|0.0783|-5.627|0|0.0663|103.459|0.667
Qué Haces Aquí|2HgtVgEBTK7fnABGESJKnP|0.00108|0.822|209153|0.633|0.201|11|0.0374|-7.589|0|0.0393|124.994|0.968
Amarillo|1kLx0hGfypBAzcVKLtBgNo|0.0786|0.749|230700|0.571|0.000463|0|0.302|-8.844|1|0.0354|99.983|0.922
Catrina|0R8sW6KpdiwmditvTes7xQ|0.166|0.772|190278|0.617|0.000418|7|0.15|-8.699|0|0.0388|145.992|0.936
Nunca Supe Más de Ti|54KwIOaBrLWZctPCHdMvEs|0.834|0.29|237120|0.371|0.000174|5|0.146|-14.714|1|0.0371|73.08|0.37
Te Llamo para Despedirme|4xOjB9pboUdkMPy627ZqPD|0.421|0.269|173533|0.375|9.45e-05|0|0.295|-11.106|1|0.0312|91.329|0.312
Me Enamoré Sin Darme Cuenta|3EFx1TGwzFcZ58OEDHDix0|0.666|0.503|207147|0.394|0.0|2|0.568|-13.435|1|0.0358|98.336|0.399
Amor De Hombre|67ajgNix5v2iCAt6iYNqcq|0.405|0.471|193493|0.739|2.68e-06|0|0.212|-5.545|0|0.0809|165.973|0.581
Dónde Estás Corazón|2irnvJTCUYasSTYBZ15Ge8|0.403|0.533|218453|0.648|0.0|0|0.217|-5.855|1|0.0387|123.911|0.387
Los Amantes|3EDhFhSQahfXXv2CwPU207|0.661|0.442|243840|0.569|2.24e-06|2|0.37|-6.873|1|0.0254|81.846|0.134
Diciembre - ACOUSTIC HOME sessions|39FO3SkDuWsxRziyNxpRpj|0.115|0.574|237093|0.608|0.0|10|0.128|-8.962|1|0.0375|144.984|0.396
Durante Una Mirada - ACOUSTIC HOME sessions|5XCUpq3Ix5VozuSJLAzH6x|0.0636|0.721|243400|0.486|2.22e-06|11|0.115|-10.499|1|0.045|120.983|0.551
El Último Vals - ACOUSTIC HOME sessions|1duzywmd4l3JxjwnRaUYr0|0.0182|0.647|201413|0.562|0.0|7|0.147|-10.128|0|0.0351|137.944|0.584
Sobran Los Momentos (En Vivo)|0dV78FxDrS9aqIaZaoAKBy|0.307|0.749|226932|0.874|0.0|0|0.361|-5.384|1|0.05|99.455|0.897
Vivo (En Vivo)|0PgDigxQhhXGTwG9UNm3cT|0.302|0.685|228396|0.897|0.0|1|0.984|-6.589|0|0.122|109.729|0.495
Todo Quedó (En Vivo)|5A20JnwFBZgPc1XmnV4Fxg|0.25|0.596|282696|0.758|1.02e-05|8|0.689|-5.956|1|0.199|191.978|0.793
We Are the Champions (En Vivo)|2BEQa8FIeHd80yaD4bgA2j|0.00249|0.497|166099|0.525|0.683|0|0.303|-10.866|0|0.0347|146.022|0.492
Escuchame (En Vivo)|2qEPnZk8KHnCWTLer0LEQy|0.277|0.649|277661|0.665|6.31e-06|5|0.13|-9.886|1|0.0655|119.363|0.706
El Queso (En Vivo)|4WD2tvNi4yTXcgseCGnj9O|0.432|0.531|278779|0.793|2.07e-06|5|0.575|-8.768|0|0.312|164.983|0.722
Carmen de Bolívar|4FCFK2gd4AuTSMxVNCso8i|0.296|0.568|205998|0.63|0.000214|5|0.14|-7.958|0|0.0492|170.068|0.855
San Fernando|0QVkimwScVKvYos7dJ1cZO|0.23|0.665|235035|0.569|6.02e-05|10|0.0709|-7.215|1|0.0407|169.904|0.954
Caprichito|1SBKkZsQgq6emCK1w3yJFe|0.304|0.718|249011|0.711|3.6e-06|10|0.322|-7.341|1|0.0369|88.05|0.943
Mil Lagrimas - En Vivo|7sx9QhKh1kYuPdOi0lBNRJ|0.291|0.419|213638|0.73|1.29e-06|11|0.13|-4.143|0|0.1|176.339|0.584
Eres Mia - En Vivo|2pE0K7wLywjHttxKTNWpC9|0.378|0.406|152117|0.801|6.28e-06|10|0.104|-4.159|1|0.0765|177.8|0.649
Bailadora - En Vivo|7qA1goLCq9Lk07g8IDXunY|0.241|0.581|110049|0.81|1.02e-06|0|0.714|-3.346|1|0.0381|89.058|0.722
Mi Bendición|52HQWaFydwBnJuGKchTBon|0.0647|0.722|157728|0.769|0.0|9|0.0801|-4.714|1|0.0872|95.936|0.572
Quién Eres Tú - En Vivo|1tYEbNCoqEi7F6lW0PFGWq|0.314|0.621|266219|0.675|0.000959|7|0.243|-8.525|1|0.0455|92.509|0.505
Tú - En Vivo|7G1cnq2tJbFPy2oVokz4U3|0.208|0.508|285514|0.68|9.59e-05|1|0.338|-8.91|0|0.247|180.543|0.452
Amantes - En Vivo|3kiEqH4eWJoaooaQxlXaed|0.142|0.597|380187|0.802|2.65e-06|11|0.115|-8.788|0|0.0956|96.691|0.535
Bendito Corazón|7e2BnD7hVQxLRZzDwqYh4q|0.0873|0.74|215480|0.948|0.0|9|0.0638|-2.846|1|0.0674|105.977|0.872
Regálame|08KfmoDk3CZDfbkR5WRI8Y|0.169|0.708|231573|0.947|0.0|11|0.0551|-2.298|1|0.177|140.088|0.823
Como Me Duele (feat. Luis Enrique)|7GLnXJVfFtHw85fGsLf2cK|0.229|0.67|225760|0.796|0.0|7|0.153|-4.536|1|0.0355|151.892|0.679
Muéveme|5CUZDLsPSK1ttlEt6gHThM|0.00168|0.837|245085|0.757|0.669|10|0.124|-7.787|0|0.0427|126.035|0.675
Soy el Hit|5eZcNtcQYhCk1drbSvzkrK|0.0248|0.821|225720|0.678|0.0215|4|0.117|-6.837|1|0.0395|126.045|0.869
Que Triste|5Ez8OHvQbi0OJtFD3Ov17H|0.00248|0.69|195975|0.84|0.0612|10|0.0856|-6.497|0|0.0276|128.971|0.688
Vive - Remasterizado|725eyNkI9hmhrq73vpQ73G|0.0945|0.371|182758|0.763|0.0|2|0.267|-5.892|1|0.058|155.228|0.714
Pajarillo - Remasterizado|2I1Vm6zp1t2Rfy1u10WRTl|0.245|0.605|189891|0.671|0.0|5|0.365|-6.706|1|0.0515|130.554|0.513
Después De Tanto - Remasterizado|5MLq40wMqLvxsPLj3Ojm1T|0.0372|0.532|203349|0.58|0.0|5|0.319|-6.727|1|0.0418|95.139|0.507
Exatamente Agora|4Aac2JIqhOzDDpB2yfHZWT|0.36|0.464|196466|0.603|0.0|7|0.101|-4.646|1|0.0354|140.366|0.313
Não Recomendo|78sjvq7Xxwx6XqvcNaVlCF|0.326|0.816|165673|0.777|0.0|0|0.0832|-4.421|1|0.0713|119.994|0.887
Último Beijo|56kClQGx58w4meMz1JwQvB|0.528|0.582|181279|0.899|0.0|5|0.247|-3.531|1|0.143|156.621|0.612
Amarte|0085RO2PKlJIr9YDigz8e8|0.208|0.541|262440|0.74|4.64e-06|7|0.174|-6.248|1|0.0522|170.381|0.616
Te Amare|4kwfYrz69SeT89FdwAVsx1|0.119|0.452|250907|0.672|0.0|5|0.0739|-6.046|1|0.0566|167.757|0.827
Ayudame|0HaquBIof8ybgKlcnG2ZMt|0.145|0.441|253573|0.71|2.18e-06|0|0.0952|-7.411|1|0.0899|192.676|0.72
El Problemón|341yVMdDoVfyyLONHM8Wi6|0.07|0.775|214414|0.785|0.0|9|0.123|-6.272|1|0.0563|122.57|0.806
Te Pediré|7FLLsAqbpwILtogP3GTHoZ|0.681|0.718|208075|0.776|0.0|7|0.088|-5.045|1|0.0512|107.976|0.659
Llueve en Mi|3Ye1OD8vShA6Riq3awSwcK|0.583|0.581|223223|0.637|0.0|6|0.0907|-6.339|1|0.0319|87.048|0.457
Hay una Grieta en el Cielo|6vxZOTL0mChZKIvaXT0R9L|0.891|0.446|187382|0.239|0.00243|4|0.112|-17.099|1|0.0465|66.049|0.309
Porque Yo Te Quise|7jSWcYf1tSNyKEVMLUzSaC|0.138|0.846|225324|0.554|0.00024|0|0.109|-9.005|1|0.0324|112.047|0.967
Casi|4p2vMwaM1Ty8ix8344q5dg|0.287|0.728|187283|0.373|0.00129|6|0.135|-11.331|1|0.0325|147.978|0.331
Te Dejo Libre - En Vivo|6FunOVCYQ8vO9hCL8V537X|0.593|0.524|249240|0.868|5.76e-05|1|0.382|-4.755|0|0.0504|98.669|0.786
Vivir Así Es Morir de Amor - En Vivo|69pAAQvVwpil6n7HE7LoVK|0.661|0.606|253760|0.868|0.0|8|0.827|-3.893|1|0.0524|100.481|0.785
Te Vas a Arrepentir - En Vivo|5Lk2QEqsBFBeR9aFWsv0MX|0.752|0.632|233280|0.903|1.11e-06|1|0.483|-3.596|0|0.0421|97.524|0.947
Sexo Pudor y Lagrimas - Banda Sonora De la Película|42MW4FhAIvSZLmzTk40SkM|0.47|0.277|259458|0.221|0.0|7|0.106|-8.766|1|0.0336|76.108|0.217
Sexo Pudor y Lagrimas - Banda Sonora De la Película|5VbqkgdrLJTC9zCraKRu2o|0.0607|0.704|239756|0.595|0.0006|8|0.0863|-6.434|1|0.034|144.994|0.464
Sexo Pudor y Lágrimas - Banda Sonora De la Película|1O1W3bLFmbcG8IwxOmmQHK|0.299|0.468|230000|0.872|8.91e-05|9|0.122|-5.473|1|0.0643|180.225|0.605
Escúchame Mi Amor - Versión Vals - Landó|3PlxStjPdiSSJEJsEpz3Xx|0.491|0.714|209455|0.719|0.0|9|0.16|-9.192|1|0.0466|110.14|0.779
Padre Tiempo|1PtXtGJSDKTkB5urVEZ7rf|0.179|0.614|219752|0.74|0.0|4|0.21|-5.031|0|0.0684|90.044|0.247
Gladiador - Remix|1IbYD5V9zCvkPfIPcWqerO|0.203|0.584|197375|0.787|0.0|1|0.251|-4.706|0|0.146|153.992|0.765
El Hokage|5GZ4tx6VZxM7V4IQtSJFyx|0.403|0.821|125125|0.594|0.0|2|0.0926|-5.601|1|0.316|126.027|0.369
Quién Eres Tú - En Vivo|1tYEbNCoqEi7F6lW0PFGWq|0.314|0.621|266219|0.675|0.000959|7|0.243|-8.525|1|0.0455|92.509|0.505
Tú - En Vivo|7G1cnq2tJbFPy2oVokz4U3|0.208|0.508|285514|0.68|9.59e-05|1|0.338|-8.91|0|0.247|180.543|0.452
Amantes - En Vivo|3kiEqH4eWJoaooaQxlXaed|0.142|0.597|380187|0.802|2.65e-06|11|0.115|-8.788|0|0.0956|96.691|0.535
La explicación|15hq7tdueQKDsW2NmoxMfe|0.0737|0.858|174339|0.683|0.0|0|0.056|-5.844|1|0.0639|95.028|0.437
Siempre fui yo|3liAVeVQjcO4Ogi45z4VF2|0.0464|0.703|181125|0.679|0.0|10|0.18|-6.207|1|0.11|163.959|0.405
La canción más bonita|3WB6SH6EMZygSq8gmID8WL|0.581|0.571|197972|0.462|0.0|11|0.132|-8.849|1|0.0559|79.779|0.2
Compañera|4FdC1ymlarV5AWPOyQqbVp|0.217|0.673|240274|0.793|0.000449|1|0.224|-7.316|0|0.0626|100.088|0.961
La Reja|4hGfsAKOIeW7ZOBXdBPx4v|0.374|0.611|189466|0.722|0.0|0|0.107|-7.451|1|0.114|135.855|0.898
Tomo para Olvidar|5I1iLGzOGGhxtof9iFiEOi|0.112|0.655|246439|0.649|4.19e-05|5|0.0437|-7.266|1|0.196|138.004|0.887
Amor Combinado|25hToHEo3326tv6pgDjkdB|0.343|0.76|197555|0.949|0.0|5|0.204|-3.82|0|0.0597|112.004|0.928
Basta Te Olhar|5zyfXONa6vzZxa67MOBS9h|0.0964|0.599|222633|0.917|0.0|9|0.11|-4.26|0|0.0636|110.87|0.781
Entao Vem|0r01MW0yiOu0HYAMIgaTzq|0.0997|0.529|183902|0.979|1.04e-06|9|0.364|-3.911|0|0.321|168.864|0.711
Tres Punta|1oTPOtY3G1C50frQ3Ndzf5|0.227|0.843|201973|0.869|0.0296|10|0.0542|-6.024|1|0.072|134.013|0.962
La Matica|55HIshFBbZspadIQVpMdgc|0.346|0.73|236507|0.753|0.0|9|0.037|-4.585|0|0.256|196.087|0.824
Mosaico Corralero #1: Cheche - Cole / Tuntuneco / La Barola / Las Flores Rojas|7BGiAz3Aa53mxEDxNqorLc|0.201|0.598|269320|0.847|0.0108|0|0.0276|-5.106|1|0.098|118.787|0.907
Amándote (feat. Jandy Feliz)|4cyMj3kQwS0eIgGtQg3ozR|0.236|0.789|203127|0.791|0.0|0|0.0982|-3.78|1|0.0347|128.008|0.882
Volver a Amar (feat. Alkilados)|6axIFGtozvQeL2nRXrQhdy|0.168|0.659|203751|0.733|0.0|2|0.341|-4.469|1|0.0375|89.941|0.614
Hipocresía (feat. Kalimba)|1TzxYEU9A3nqSKLSD2ouE5|0.208|0.632|212363|0.521|0.0|2|0.0959|-5.572|1|0.0343|140.04|0.178
Viva el Ritmo Tropical|5n0vpnhf0IXfuvuSRQhToK|0.672|0.626|105927|0.673|0.0|4|0.272|-4.25|0|0.0483|141.091|0.972
Recuerdo la Noche Aquella|4ZlzFBePrQl2GYaha9UK1k|0.63|0.665|180167|0.518|0.0|2|0.268|-4.657|0|0.0311|100.008|0.967
Amor Yo Gritare|3gnBhoNVSIK8IVazdTnqN1|0.133|0.843|130952|0.317|2.88e-05|9|0.116|-10.993|0|0.225|105.679|0.576
Dónde Brilla El Sol|2UYmBA9LEwOSrsADNVaWOQ|0.114|0.781|203867|0.303|0.00167|4|0.11|-13.385|0|0.0348|106.702|0.756
No Voy En Tren|0RihvEozI122KYvRNpKi3e|0.0617|0.713|170155|0.873|0.0|7|0.0742|-3.49|1|0.0462|123.481|0.961
El Gato Y Yo|3ymtORMXc8xykrjbp9qO4T|0.107|0.8|220480|0.797|0.000111|9|0.1|-4.934|0|0.0338|125.943|0.962
Without You Without Them|12EkF8uGofptstVIX7Oc0C|0.993|0.354|81733|0.0574|0.0|4|0.163|-13.982|1|0.0477|164.547|0.379
$20|38xXr3MkiKNzNDv4JDJagF|0.0077|0.555|200093|0.606|0.0305|7|0.178|-6.9|1|0.0321|117.969|0.41
Emily I'm Sorry|693xmBAOD4xwkS4W71W1Jn|0.897|0.581|214867|0.38|0.175|11|0.104|-12.162|1|0.0473|135.939|0.489
La Paila|4AzRx2PuepLrwymrFusT86|0.648|0.821|171267|0.724|0.00245|4|0.157|-5.348|0|0.0892|102.82|0.98
Las Maracas de Cuba|4nWh5GC8nOdY6jgpCBuUmC|0.762|0.689|173933|0.873|0.0926|8|0.0425|-7.611|1|0.0865|101.107|0.964
Pirhaña|7petUD9a1odKG17Tizuk56|0.723|0.652|156453|0.926|0.661|1|0.0485|-7.653|0|0.0538|116.3|0.968
O Molhado Da Saudade|1hs9pqwJdHP1GmCLds9ln1|0.423|0.626|218566|0.715|0.0|2|0.162|-5.102|1|0.0258|98.043|0.789
Amor De Capiau|3nHpEfmcWy9OfmqlSF4hsh|0.456|0.677|194863|0.885|0.0|5|0.106|-4.87|1|0.0796|176.185|0.911
Eu Também Sou Gente|24kInb2S5ERJLSWSuaiApP|0.269|0.636|224417|0.701|0.0|0|0.209|-5.219|1|0.0275|120.015|0.769
Cuando Vuelvas|4b45qslk21HlD3yT915TZQ|0.0153|0.625|195293|0.94|3.83e-06|4|0.194|-4.088|0|0.0661|110.014|0.394
La Mexicana|4pECQg47A0PWSnTIS6vOF2|0.0118|0.667|181240|0.865|1.23e-06|0|0.18|-4.663|1|0.0731|170.001|0.562
Conocerte|7b3vBtWeFWs4V9m7r4vBCp|0.0186|0.749|176720|0.749|0.0|11|0.358|-5.794|1|0.201|104.932|0.602
El Triste|0t3GfFeKoD9TTqlSORG3C5|0.368|0.182|277053|0.646|2.18e-06|1|0.224|-5.676|0|0.0498|70.098|0.243
Gracias|4nU7AZu3riGZmlEkd9O3p3|0.678|0.413|234651|0.505|2.75e-06|8|0.138|-6.838|1|0.0286|127.045|0.114
La Nave Del Olvido|6XVpyJVsL7L0IEh5pOkO0P|0.62|0.224|234133|0.528|0.0|10|0.118|-6.581|0|0.0332|184.423|0.381
Surmedani|5MFMzildv1eqmbILOyf3ml|0.681|0.667|206452|0.761|0.0|9|0.0832|-4.458|0|0.0495|93.01|0.842
Gali Lahore Di|3wd7seULmMuRJOihdOzeBJ|0.797|0.649|187624|0.763|9.21e-06|4|0.428|-2.672|1|0.0398|159.968|0.959
Saari Raat|4ojaavqdTF7QZagRUgvzJB|0.839|0.827|164527|0.576|0.0351|0|0.0453|-9.236|1|0.0454|139.855|0.91
Como Se Menea|2ooHEAOjCA2jAzg77y3JRE|0.553|0.801|215161|0.853|1.4e-05|0|0.14|-5.155|1|0.0353|100.043|0.963
Busco|2rQZUdCF4i2H2dI5vWkpkB|0.718|0.8|242593|0.842|0.000242|8|0.0424|-4.91|1|0.0386|100.037|0.964
No Me La Pongas Dura|710E9bWick6sGdGwIRCtlp|0.65|0.848|250393|0.732|9.65e-06|8|0.07|-4.557|1|0.0356|100.449|0.923
Despierta|2LAuzl7pMk4MVs81rz5yI8|0.355|0.621|187108|0.655|0.0|6|0.0974|-5.9|0|0.0761|149.894|0.367
Quiero Que Bailes|3Fs2L7SUxIAb8a9afTdupE|0.745|0.698|167641|0.702|0.0|9|0.103|-6.104|0|0.0321|149.971|0.512
Lo Nuestro|6wwe7VAKNuujobMolAYA8r|0.767|0.639|149948|0.448|0.0|2|0.0965|-8.557|1|0.0534|152.063|0.362
Veinticinco Rosas|5WHHgBAPz3vvi1apw3n0wB|0.0995|0.801|180512|0.566|3.52e-06|9|0.0385|-7.968|1|0.0321|92.119|0.874
Hasta Que Amanezca|3x18pX6YibcqWS40L8jVJo|0.676|0.477|180907|0.458|0.0|6|0.23|-6.927|1|0.0508|168.913|0.895
Mi Cómplice|5AWRegIlonQlSmcI6Bkwfm|0.0971|0.496|187315|0.512|0.0|2|0.12|-8.528|1|0.0411|170.534|0.611
VOODOO|2SRiJNA3yILEMOPbETtL6M|0.259|0.585|166561|0.647|0.000134|2|0.239|-5.872|1|0.324|92.887|0.167
MI DROGA|5OYRVKWII0Eog7CjQRnmGf|0.48|0.766|163240|0.774|0.000165|4|0.1|-3.84|0|0.246|180.033|0.831
MÁS ALLÁ|7qnKyMGK3eccOIIv06l3M9|0.121|0.831|233573|0.76|0.000173|0|0.0753|-8.238|0|0.0761|114.969|0.962
Así Soy Yo|1Ds9qYZlcQTOSvFXAosDv4|0.134|0.609|264080|0.751|2.92e-06|1|0.0906|-7.676|1|0.0571|193.926|0.624
Y Qué Importa|35TAS5NFGldsZnglmdnNGR|0.291|0.552|268187|0.723|0.0|0|0.196|-8.015|0|0.0403|195.916|0.906
No Puedo|23H4KRffox6mCZgXWZRmL3|0.553|0.637|255804|0.626|1.86e-05|5|0.256|-8.245|0|0.038|92.371|0.802
Dibujándote|33xpVLjtQ8uFM45zt9MVG1|0.0399|0.601|257693|0.695|7.17e-06|7|0.357|-6.61|1|0.0324|154.848|0.845
Y Lloré|01fJ847xQMJjaanbhOJibs|0.272|0.683|198693|0.62|0.0|7|0.0803|-4.358|0|0.0335|153.472|0.933
Callejón Sin Salida|1X9bZ034wzc6Kn7D9rrc0z|0.444|0.802|217587|0.639|0.0|9|0.276|-6.197|0|0.0517|100.801|0.936
A Dios Le Pido - Remastered 2022|1qLtWgyXlpEgAstbyksv4V|0.0204|0.674|205427|0.839|0.0|7|0.0912|-3.384|1|0.0606|96.967|0.917
Es Por Ti - Remastered 2022|3TfuiALDQLKQqqTirOLu4q|0.13|0.685|250680|0.789|6.79e-06|4|0.148|-5.118|1|0.0258|129.969|0.807
Un Día Normal - Remastered 2022|1g5oQzH5EjuS9nB4KEclhL|0.00303|0.541|222840|0.717|0.0072|7|0.107|-4.434|1|0.0259|90.011|0.789
Yo Regresaré|7o97k1UaefU977ZhW4Thxg|0.829|0.46|195562|0.413|0.0|7|0.122|-6.59|1|0.0389|84.731|0.355
Las Brumas del Mar|0gwcq5VgGht5cpdN5mdecN|0.805|0.63|138085|0.474|0.0|11|0.105|-7.582|1|0.0323|150.281|0.732
Medley Zuliano: Maracaibo en la Noche/Maracaibera|3FO2zxxHjn7n5AIdk8nNGe|0.544|0.76|126143|0.745|0.000272|0|0.13|-5.916|0|0.0455|149.967|0.967
Vamos Pa'lante|1L76Y2M4IkJZHnZqJmBexf|0.156|0.614|215853|0.809|0.0|11|0.063|-4.117|0|0.281|188.029|0.589
La Lluvia|1t6z2rorkCFSDcHZqquBB0|0.103|0.799|209707|0.676|0.0|7|0.152|-4.622|1|0.0533|93.968|0.599
Hasta la Luna|2Pggp68D6jjbCiwzfMHAl3|0.444|0.709|240387|0.856|0.0|0|0.12|-4.3|1|0.0628|97.992|0.769
No Soy Como Tu|1cfTdgQxQOImJzCfVpD7hn|0.745|0.375|192360|0.538|3.96e-06|2|0.253|-7.846|1|0.0337|137.444|0.553
Ese Amor Soy Yo|3y3ZSLnznGNrb9KHUSIIri|0.852|0.413|186560|0.468|3.3e-05|0|0.597|-7.316|0|0.0347|102.403|0.44
El Reencuentro|4iUDKPxQMUEW7bgimK6jQF|0.747|0.343|227960|0.402|0.00432|0|0.0961|-12.106|1|0.037|151.641|0.482
Estabas Ahí|2UQf29q3l9Lnf9JP2KJ4Mn|0.0568|0.574|202227|0.929|0.43|1|0.34|-9.395|1|0.0371|117.08|0.276
Y Nada Que Hacer|3xZ5TD6FgDyzIowpcWHQZj|0.00506|0.642|203733|0.675|0.146|1|0.158|-10.224|1|0.0345|94.062|0.301
Déjame Entrar|0FMTaTOQGsMb55f8XOcO7d|0.00155|0.715|233707|0.875|0.546|5|0.077|-11.001|1|0.0411|130.07|0.709
Amargo y Dulce|02IBXnuVqxJy1PipBThLBX|0.091|0.686|236240|0.686|0.0|5|0.155|-4.74|1|0.201|175.989|0.842
Mi Primavera|0AaKvQsQlyA3NcmrmAZdSF|0.12|0.589|246320|0.62|0.0|4|0.151|-5.379|0|0.145|175.972|0.881
Kilometros|1Ij6NlG7urzD5BLp0a97QO|0.354|0.666|163667|0.563|0.0|7|0.0689|-4.252|1|0.0965|156.423|0.827
Esta Es Mi Vida|0ctHjBnMqgYt50cAgwW5F7|0.521|0.384|239747|0.614|0.0|0|0.261|-3.832|0|0.0753|164.041|0.18
Nena|4V98inElP8wk0KU7HLABBw|0.692|0.536|208693|0.407|0.0|4|0.105|-5.501|0|0.043|81.553|0.302
El Mundo|1H6HmLl2ou3ikbbRSanpJK|0.217|0.449|257360|0.556|0.0|7|0.106|-5.052|1|0.0365|80.858|0.226
Tu Mirada|095au0HgYuy3V2IGXD2234|0.541|0.544|265000|0.764|9.29e-06|2|0.221|-5.396|0|0.0466|91.788|0.938
Amor Improvisado|2D89K6khkNN21SWqGEJwV3|0.244|0.811|244467|0.85|1.53e-06|8|0.267|-6.334|1|0.0452|95.923|0.973
Cuando Se Trata de Ti|08mu7PqUWxfwn4O5GrDDXE|0.493|0.487|313853|0.696|3.93e-06|7|0.0666|-6.565|1|0.0477|179.814|0.7
Cacho de Buenos Aires|7dQP94CJ8pEUrVWVZnxUGQ|0.405|0.568|277062|0.683|0.0|10|0.119|-4.14|0|0.0298|109.929|0.287
Somos Lo Que Somos (with Cacho Castaña)|1WiQL8p3kuuRzjIRcv6rWj|0.603|0.49|228227|0.414|0.0|7|0.349|-11.756|0|0.0325|129.871|0.31
