,id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
Love Hope Trust,4RCyVDB4nef6fQ2P4HsOmG,0.0578,0.595,274858,0.768,8.37e-05,5,0.104,-10.109,1,0.0401,150.068,0.656
Adicto a Volar,5vGwrcVdAhV4PgWgKGKYl5,0.0164,0.622,223889,0.753,0.0,11,0.122,-8.509,1,0.0287,127.998,0.544
Te Reto,4vZk0QvW0fFs9P8T1XmYyD,0.0098,0.831,231920,0.65,0.0,9,0.148,-6.535,1,0.328,169.973,0.523
Feliz Navidad,28ttJQaI323ruLX0pnhmno,0.588,0.809,273136,0.856,0.0,0,0.0914,-4.377,0,0.0571,94.008,0.937
Intro,5X6iWfyr16vKMjZOyH9z1j,0.0554,0.82,84799,0.829,0.00603,1,0.0752,-7.343,1,0.175,159.981,0.84
Rosalía - Live,1s1OvTmdGpuGxyfy6BD7cx,0.529,0.756,200520,0.855,0.0,2,0.109,-3.339,1,0.103,130.949,0.835
Savage Love,0tyw6vA7cJQmNAdSmSvkEl,0.647,0.494,169000,0.429,0.0,3,0.0767,-9.24,1,0.276,73.416,0.425
La Vida es Así,5YjElK1myF1qFA9ZCBJTir,0.0115,0.76,183816,0.653,3.6e-06,1,0.137,-4.257,1,0.0706,96.99,0.618
We're Not in Kansas Anymore,6VvtB3qtTyExMsz22ZwelR,0.669,0.323,161487,0.382,0.00207,6,0.203,-9.425,1,0.046,175.11,0.331
La Voz de los '80 (En Vivo),0xdfqjP4mkQdHvZtRXG5KG,0.00784,0.426,286018,0.959,0.0,1,0.929,-5.674,0,0.0745,158.298,0.465
El Alacrán,2lg8sMY8aLMB8kgyVUZmdM,0.0309,0.93,242293,0.726,0.0103,11,0.0894,-8.919,0,0.0561,131.078,0.819
Secret Fear,1vAfJzXTNjU8j34ucsBpSj,0.00855,0.438,234693,0.522,0.0,6,0.165,-5.791,0,0.031,141.959,0.254
Pornoblattea,7sG3AQ18aE7KWBSwnWHwG2,7.81e-05,0.566,204032,0.958,5.07e-05,6,0.129,-4.733,1,0.0345,93.003,0.752
Che La Reina,6Sfc9Pvo4oSSf3upBCSl0o,0.659,0.607,140560,0.642,0.836,9,0.129,-9.198,1,0.053,172.286,0.798
Mi Bendición,52HQWaFydwBnJuGKchTBon,0.0647,0.722,157728,0.769,0.0,9,0.0801,-4.714,1,0.0872,95.936,0.572
Angel De Las Sombras,2zUnFm5TwzK3J2vELCIncZ,0.571,0.344,324143,0.44,5.72e-06,4,0.374,-10.298,0,0.0391,155.743,0.187
MIENTRAS ME CURO DEL CORA,6otePxalBK8AVa20xhZYVQ,0.855,0.523,164387,0.477,0.0,0,0.146,-6.786,1,0.392,79.921,0.57
Aleluya,0eiKV3YO6s13tfsK8YQ8MH,0.123,0.65,269067,0.86,0.006,7,0.0942,-5.176,1,0.082,166.062,0.909
One in a Million,0ZvH6kZjVVSXEejYsdvSdK,0.273,0.662,230164,0.678,0.0,0,0.159,-5.976,1,0.0323,122.076,0.355
Glowing,40f5zicsAPNDVpu2ay118D,0.642,0.53,272537,0.296,0.002,6,0.158,-9.962,1,0.0304,110.957,0.176
Sexo Pudor y Lagrimas - Banda Sonora De la Película,42MW4FhAIvSZLmzTk40SkM,0.47,0.277,259458,0.221,0.0,7,0.106,-8.766,1,0.0336,76.108,0.217
Haven't Found You Yet,6qsDgBVI2i73EZSJaZHpe5,0.0135,0.539,200803,0.866,0.0,0,0.333,-3.154,0,0.107,100.104,0.393
The Witching Hour – Intro,2mpezzl8FlxttNlaUSDzuV,0.958,0.364,49507,0.0454,0.985,5,0.122,-26.645,1,0.0437,111.013,0.0528
Matucana,2okHDpOUtqHS03vjgOUC7t,0.841,0.17,74600,0.148,0.931,0,0.0885,-16.151,0,0.035,83.047,0.0697
Wonder of Slumberkins (Theme Song),6fFc3PTFtKex3cD1CkMOJu,0.642,0.911,48400,0.641,0.000295,11,0.0599,-9.037,1,0.0865,95.071,0.949
Tu Gracia,45jY5XMQFTJr9XirO7Pt9B,0.622,0.614,244599,0.809,7.67e-06,10,0.108,-6.087,1,0.0308,131.936,0.561
Más o Menos Antes,4rJQC1OSIJMhJSFiPtEMFI,0.987,0.543,135307,0.0153,7.52e-06,2,0.0888,-18.006,1,0.0467,95.254,0.207
Coast (feat. Anderson .Paak) [Acoustic],44VnSIaXlh4NAncVN1QOJ2,0.36,0.602,166400,0.387,0.0,8,0.12,-6.29,0,0.0536,114.058,0.77
Tropiplop,2bFDq3siHiXUG28fAiMZdH,0.426,0.563,243021,0.783,1.62e-06,6,0.585,-7.915,0,0.0727,74.996,0.526
Instante,18r4R3aq3QJ0wXzVYYuN36,0.104,0.624,189040,0.649,0.000121,2,0.169,-7.729,1,0.0286,164.037,0.754
Tides,6KRPIEJ6p8ADqLp8Ohfep6,0.0167,0.631,195760,0.825,0.0,11,0.122,-3.971,1,0.0433,129.942,0.427
